"","ISO3","NAME","Crop_TotalC_sum_MgC","Graze_TotalC_sum_MgC","Crop_FluxDensity_mean_MgC/ha/yr","Graze_FluxDensity_mean_MgC/ha/yr","CropArea_sum_ha_positiveDelta","GrazeArea_sum_ha_positiveDelta","Crop_ForestCover_mean_percent_allDelta","Crop_ForestCover_mean_percent_positiveDelta","Graze_ForestCover_mean_percent_allDelta","Graze_ForestCover_mean_percent_positiveDelta","Crop_Delta_mean_percent","Graze_Delta_mean_percent","Crop_ExpertRecs_mean_percent","Graze_ExpertRecs_mean_percent"
"138","MHL","Marshall Islands",0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,21,31.25
"139","MKD","Macedonia",1576180.02420362,97719.8402604394,0.179311737865182,0.117954483137789,293005.548692093,27615.1268017193,3.8967657371322,3.81725544360581,2.61904998001761,1.75060513317333,28.424228568336,30.0346987466684,29.875937294176,32.3650893890916
"140","MLI","Mali",65801759.0941516,83753906.4877877,0.470141857256198,NA,4665383.30070405,NA,1.75818655855175,1.3892427013345,0.787327379013937,0.728732955869691,23.4492068679727,25.4139446979404,17.5505687217138,18.9939773878822
"141","MLT","Malta",750.293540229073,0,0.0217754978083074,NA,1148.52872225778,NA,1.41090384417191,0.773100794008529,NA,NA,8.34602065231079,NA,9.75,23
"142","MMR","Myanmar",177409379.377149,0,0.596125994535012,NA,9920127.6801409,NA,6.16563737073082,5.5169919755235,NA,NA,18.9140258185551,NA,22.4275541950991,30.7517182047048
"143","MNE","Montenegro",12111.9238373038,12230.7284705203,0.032248382184,NA,12519.4123622457,NA,5.32232877871178,4.83265289517037,7.20134477288888,4.53271320065378,6.67251823027297,27.7986552271111,27.7070396383936,31.3558484218228
"144","MNG","Mongolia",1618329.35918754,77721793.5441407,0.0988181929391327,0.0533204628475906,545894.539947165,48587846.2622615,2.58786533629518,2.54675998461943,0.856588862892897,0.765500302291777,24.9363617832988,14.9262032771552,16.3357334475357,13.7299860332044
"145","MNP","Northern Mariana Islands",0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,42,23.33333333
"146","MOZ","Mozambique",51710342.5065824,166778081.952842,0.466548588757808,0.34599608226045,3694530.69859683,16067434.5273173,9.16079029215778,8.88472832056724,9.17802274188193,8.12826973530274,15.651371138984,18.5744669998691,24.3802222149059,27.769935694366
"147","MRT","Mauritania",62855.5826012739,4353836.13196402,0.183601816249963,NA,11411.5760372253,NA,1.16105280106866,0.257968382284737,0.218168355139272,0.218997036860683,24.0611694189325,26.586120268379,13.5609335331562,14.8737913085346
"148","MSR","Montserrat",0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,27.5927448498032,22.1287100093997
"149","MTQ","Martinique",0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,18.6867875889869,24.5783927184455
"150","MUS","Mauritius",0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,21,31.25
"151","MWI","Malawi",40420217.7937225,4050540.76169693,0.611306447783315,NA,2204034.6507218,NA,4.62071171723078,4.53234086656673,10.554725696636,9.53453896753014,20.6691890322512,16.1592814739078,25.3246166575389,26.6238992835872
"152","MYS","Malaysia",1891973.60166511,1699.1783093553,0.239933607028534,NA,262846.824599566,NA,16.0084175123342,14.9503084466736,13.8951056587976,13.170606578815,6.00554411030101,17.3548943412024,21.0123690232915,31.2291272732072
"153","MYT","Mayotte",2.71748961820662,0,0.173063713298885,NA,0.523408319091797,NA,15.0769230769231,10.6,NA,NA,10.4,NA,21,31.25
"154","NAM","Namibia",1218886.79393576,26332033.6764642,0.184261938257096,0.0629897037458421,220498.927679624,13934570.3136455,1.39551740645649,0.526954454491883,0.492552711374476,0.471157006578589,22.8195324799155,10.2816140218504,11.9305608378201,13.1900687208602
"155","NCL","New Caledonia",0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,25.7469312465384,29.4604822674375
"156","NER","Niger",1445440.16755546,4429947.04906492,0.239052718178473,NA,201551.102558658,NA,1.10138947793568,0.0276733648474153,0.0700764647576372,0.0678078221230305,24.1208327420858,25.8194268428199,15.6241267421314,17.0044973848745
"157","NFK","Norfolk Island",0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,21,31.25
"158","NGA","Nigeria",540413417.056075,101947536.661684,0.749154628052142,0.671916989865991,24045477.2539723,5057546.20482793,2.19805027076539,1.67880135326315,3.50522299721952,3.54029999125053,23.018049113919,23.3375830050858,24.659867068523,27.4275704205208
"159","NIC","Nicaragua",3640812.13954742,1762548.34124233,0.713517813559241,0.313579535790056,170087.420867881,187357.925722803,17.443944024531,17.1818981879687,12.3504791225659,12.0026293213836,23.3457706378309,14.3781097887272,25.7217758568841,28.8720220572033
"160","NIU","Niue",0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,21,31.25
"161","NLD","Netherlands",7744619.45818945,422039.582189519,0.292660350303594,0.219987167937861,882094.146582718,63949.1212367336,13.9274087467066,13.9542710457807,4.39165825864453,3.61933117460918,21.5795969908193,30.621265335992,35.53846154,35
"162","NOR","Norway",152754.891803038,1056.01086864837,0.0622246743696063,NA,81829.752881038,NA,15.842095127734,16.498207264498,4.36816768329147,3.22050340849502,15.8606291150605,21.9092265007637,24.7878932187177,28.3481184846669
"163","NPL","Nepal",13964630.3475083,339956.241376024,0.261169946607036,NA,1782317.16281914,NA,9.27238922421893,8.9591916816491,8.23535321197152,7.1410348845934,15.6435741515989,20.9144180022369,24.783685556184,27.4668931410106
"164","NZL","New Zealand",2437340.44848193,10336445.6827433,0.16320447371087,NA,497809.157854312,NA,12.9560252499043,12.9330072076063,7.47559238300919,6.90586503735939,15.9759522817808,14.6512313074388,32.6305116101846,29.4607870970435
"165","OMN","Oman",14.6687510926323,883.979633690048,0.00105924937331292,NA,461.608363500976,NA,3.78261675315048,0.0152928418379701,0.0137411677848034,0.0137441015144556,1.95142541704796,5.52815837675586,7.84929335194428,7.57549204700028
"166","PAK","Pakistan",1602711.03733653,148491.651920699,0.00314112524962115,NA,17007822.674691,NA,4.81216148299108,2.25275002389704,0.348952010013361,0.31329517638628,3.38412018137064,6.5460338242187,7.96805239620321,8.14018315193793
"167","PAN","Panama",2361914.59991645,45348.4136566801,0.931789119200577,NA,84493.8892733883,NA,13.7798026303672,13.2909866740121,15.9749550509182,15.7613782937166,22.2563778526577,15.223013432898,22.5000343455437,30.6845108615411
"168","PCN","Pitcairn Islands",0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,21,31.25
"169","PER","Peru",7805453.98819348,84156392.7912544,0.26304690364937,NA,989108.010764729,NA,5.36546275430428,4.05136452740288,2.49784313483236,2.35795288211636,17.1405719571458,16.9541877078397,20.1172860769972,25.6832624865326
"170","PHL","Philippines",12338470.6007891,0,0.1706596732082,NA,2409956.29270826,NA,16.5656815646879,15.1212999693691,NA,NA,5.80813837733331,NA,20.9654033752803,31.1770999693498
"171","PLW","Palau",0,0,NA,NA,0,NA,5,NA,NA,NA,NA,NA,21,31.25
"172","PNG","Papua New Guinea",226754.258959209,0,0.360220928411991,NA,20982.8877293757,NA,13.4232012610902,13.0131180963953,NA,NA,7.97022046113457,NA,21.2548337840338,30.9325160858018
"173","POL","Poland",82431709.0477848,481.933133166111,0.230748209765984,0.093013568713831,11907887.1195265,172.710691508119,5.9739351794397,5.97116571838571,1.91368180218998,0.806654058500759,29.3476692196537,29.2615286386283,34.6124306586558,34.4270212030011
"174","PRI","Puerto Rico",48120.2195834953,0,0.682283706626956,NA,2350.93891862033,NA,13.2614268841608,11.9318804956481,NA,NA,22.7326102063511,NA,23.9364137819429,30.1430186135031
"175","PRK","North Korea",24641090.4002188,0,0.437205390650621,NA,1878681.50203954,NA,6.27489688539619,6.21218437080657,NA,NA,29.3180868792667,NA,35.53846154,35
"176","PRT","Portugal",989480.833535668,4535.35205581691,0.0533609195077563,NA,618105.811433679,NA,4.84692071749499,3.96979896129319,3.08371314976016,3.85793435082584,7.82840198196868,19.9217071275928,14.8553642954878,25.375650499769
"177","PRY","Paraguay",14475703.7770312,31759916.7757511,0.173261814565376,0.191138771138034,2784938.27647353,5538718.73415207,12.7211742457621,12.6766847285571,10.0668441186054,10.7759723012304,8.87414582600499,17.32403875837,24.2970269941032,27.8662091389541
"178","PSE","Palestina",10048.7443448215,0,0.0139337624427885,NA,24039.3178944099,NA,1.24462560253097,0.3979627884989,NA,NA,8.0879473142788,NA,8.67537671736669,19.6359618978436
"179","PYF","French Polynesia",0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,21,31.25
"180","QAT","Qatar",0,0,NA,NA,0,NA,NA,0,0,0,NA,5,4,5
"181","REU","Reunion",0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,21,31.25
"182","ROU","Romania",32910948.7062835,378204.574946574,0.145805082421963,NA,7523960.10701431,NA,5.46293464678501,5.46319946571388,4.59532602405231,3.7166423876989,28.2546510491635,25.4220901100841,31.1367330722003,31.2472703929627
"183","RUS","Russia",258664771.676932,13240238.9618947,0.107431107130489,0.0343308391792473,80257564.9287968,12855534.827608,6.19395063883625,5.97534233150267,2.58086409637977,2.13003512487455,24.644070976541,13.1548602059903,29.7095306261642,27.0207297979333
"184","RWA","Rwanda",15710131.7852766,4330453.9937547,0.584454554560127,NA,895999.621225205,NA,9.5875849974568,9.2615963447242,6.60757118964556,6.32670317878545,13.026903707076,21.0762090903621,22.897287434245,29.2875814301735
"185","SAU","Saudi Arabia",2531.62304801956,0,0.00552026230845114,NA,15286.8523665613,NA,1.31829187603285,0.0144205339777971,5.5009775907617e-06,4.70174396916092e-06,3.06965609666816,4.99999449902241,4.13879651592255,5.15265326929584
"186","SDN","Sudan",92373905.1281769,484785657.285135,0.241629032086477,0.412688770915346,12743212.7851145,39156679.4358436,3.39382259935509,2.24776687241673,1.08083938230125,1.07949264089762,21.7623875863634,24.9149374670883,18.8409406901515,20.3102653260412
"187","SEN","Senegal",32180078.3287704,17945129.4614729,0.4195260969861,0.335043335872087,2556859.47866366,1785354.06619001,1.35408781812747,1.01511722163348,2.33926090471967,2.31524354962134,23.8687997965971,24.57183942499,25.22222222,26.91666667
"188","SGP","Singapore",2167.9374794122,0,0.598265151034414,NA,120.790225742092,NA,9.12171323730082,7.93374867933388,NA,NA,12.1090178630096,NA,21,31.25
"189","SHN","Saint Helena",0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,26.0493673097113,24.5762220452906
"190","SLB","Solomon Islands",0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,21,31.25
"191","SLE","Sierra Leone",280342.047475143,554606.7081526,0.480387421451839,0.659860747980345,19452.4970857818,28016.3509169726,10.8369164374025,10.7553262552814,12.9248686980585,12.7234251754042,11.0696865615258,16.235377162416,22.2053971529519,30.0128818698346
"192","SLV","El Salvador",892917.564244505,64878.2811607603,0.537204890262873,0.272716840847304,55405.1523871751,7929.87101678917,20.7977973704171,20.2537542090979,12.9135268749838,7.22616547400617,19.4851819289761,13.7770717131795,28.9807785436686,26.3876681159998
"193","SMR","San Marino",223.012055644419,0,0.00582085737629797,NA,1277.08595273556,NA,6.17897346022049,5.63273661892423,NA,NA,4.1172633810758,NA,9.75,23
"194","SOM","Somalia",8400547.27321314,180390249.203693,0.304505483070061,0.394558901629102,919583.580621472,15239824.2238675,2.451373614032,1.94295108940634,1.08718116816148,1.0778380212137,20.5930750921903,23.0090217045829,21.7599795872051,24.2621743747022
"195","SRB","Serbia",14520398.99787,39584.3908870051,0.184175091985653,NA,2628006.28853061,NA,5.51755545767911,5.51700922835876,5.24417241012342,4.00063332914247,30.0209060822269,29.7558275898766,35.53846154,35
"196","STP","São Tomé and Príncipe",0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,21,31.25
"197","SUR","Suriname",214281.911382317,0,0.265560336594395,NA,26896.8268040723,NA,14.8091499844466,13.236901958966,NA,NA,7.67960413625692,NA,21.0162018992138,31.2333717350227
"198","SVK","Slovakia",6553469.1674828,6901.48476428717,0.163292755928247,0.091002540829814,1337775.03483018,2527.94581387707,5.7225133987667,5.69388568537374,4.65381396625051,1.85115620144411,28.746126391215,23.034302373441,29.82045040591,31.4619979677659
"199","SVN","Slovenia",848156.764698513,13657.2826011434,0.201731295119142,NA,140146.287862375,NA,10.4857188618312,10.3258995333158,4.23150980045912,3.00188778185632,24.1032365383998,29.4523863676455,30.6957812049134,32.2839508530858
"200","SWE","Sweden",9461595.8811728,2688.98094519933,0.202818356432385,0.0807139008911697,1555019.64871493,1110.49890023488,14.0928265424232,13.5213377182829,8.48103884280298,8.70742005030543,22.0161027943416,27.5192179897224,35.53846154,35
"201","SWZ","Swaziland",748012.210665977,4778403.50399381,0.240707151114462,0.366591710067586,103585.374344263,434489.139894702,9.85828233848706,9.78127432324698,5.08456675974626,4.9321780188778,14.4043312330976,20.5091958723111,25.05023739021,26.052110108064
"202","SXM","Sint Maarten",0.0554831450251368,0,0.000505393564861598,NA,3.65940189208984,NA,NA,NA,NA,NA,NA,NA,4,5
"203","SYC","Seychelles",0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,17.7810348662345,26.2795391316856
"204","SYR","Syria",362147.857041548,80343.0297910864,0.0196852853108898,0.0863494014603082,613229.376362674,31014.702450106,2.10456573012531,0.268475598538417,0.0115953453723273,0.00945795459432523,12.5467326771292,13.421971843023,15.9687447743223,16.4841694897023
"205","TCA","Turks and Caicos Islands",0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,19.6,28.3
"206","TCD","Chad",70599794.9348151,207227810.602652,0.455000177529552,0.307742314422579,5172144.1310302,22446031.5108628,3.54357811835205,3.17132642733167,2.11971609570526,2.02093540248669,21.6773227001996,23.0014759310774,17.9798007776712,19.4372549955482
"207","TGO","Togo",28755234.0207553,3145023.30910617,0.868110244950123,NA,1104131.4237075,NA,4.09005663873719,4.06271405181346,7.10731351774468,7.25020824341604,21.1065847302694,19.8093531522055,24.7580826457807,27.393020443895
"208","THA","Thailand",545122636.267579,0,1.16624481098155,NA,15580566.2508882,NA,5.72355554637956,5.38140017611968,NA,NA,30.9255218381304,NA,30.5102123807905,27.6648008865116
"209","TJK","Tajikistan",2177229.24762174,1227393.25917575,0.0833794601882896,0.0546324379468865,870409.907789868,748879.423593861,2.45645327169092,1.80220426619614,0.365414419123416,0.372308158840182,23.8075680861014,18.0081285122245,26.9775141685278,19.5632132031053
"210","TKM","Turkmenistan",170445.093035135,246466.907933167,0.0030419847753514,0.0118271003225028,1867696.09999605,694638.869524162,1.97912458881723,1.21460502730102,0.000858766170662215,0.00082389267663561,4.44737518225352,6.54483796166086,5.8653554525332,6.18226754015871
"211","TLS","Timor-Leste",1617207.55685123,42752.4324835012,1.18167166880226,0.184050420720957,45619.2020041808,7742.88413577694,12.1104807412655,12.161499329605,11.3353311564335,11.0647803781197,29.8032943163699,12.0327558892121,42,23.33333333
"212","TON","Tonga",0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,21,31.25
"213","TTO","Trinidad and Tobago",64602.2024765662,0,0.766298648051752,NA,2810.14034762259,NA,14.898341312322,14.3811838236193,NA,NA,19.5937817215306,NA,22.0724964909532,30.8456858464942
"214","TUN","Tunisia",327757.271651404,68918.6650321079,0.021609834779263,0.0306265492321091,505568.066576063,75009.7184306712,1.70137167357949,0.438456835809002,0.0336077590020918,0.0228324129027854,9.73058828871052,12.0087336595943,7.48517356553532,15.3618059148661
"215","TUR","Turkey",43554367.0364441,8503535.23470264,0.109632998960606,0.122863537716084,13242474.8781141,2307040.63841213,2.52224364328629,1.76897893983607,0.954707241561818,0.92298286704825,21.0790407237718,27.8355125935896,23.6537897118671,27.6143520635561
"216","TUV","Tuvalu",0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,21,31.25
"217","TWN","Taiwan",2557057.62813013,50267.0739420054,0.271259362856838,0.586681851327305,314220.50606227,2856.00982476172,11.2390324804419,10.9213090348482,10.1320565861471,8.12791390481865,10.0739253442182,21.1179434138529,21,31.25
"218","TZA","Tanzania",239555314.485338,190958298.565356,0.613730020751368,0.547972602592689,13010895.4744226,11616049.0300581,4.79075976344749,4.09329975817447,6.36058628148654,5.24819837681653,20.4496993474222,20.5558704541635,24.8563912892824,27.1965051024611
"219","UGA","Uganda",63012604.3535156,16683505.9534956,0.389949163798614,0.415484482931852,5386394.79222458,1338478.06106332,13.4480224243515,13.0825549196377,10.1501891768598,9.79249531158233,11.7905601575344,16.8864977314923,24.595447056141,27.5471313705961
"220","UKR","Ukraine",107609346.731543,6820.96077039907,0.109926344276361,0.072477783327277,32630742.412091,3137.03522066373,6.81919156489558,6.8203551909048,2.31742545618027,1.35046585152359,24.417934718801,23.4822230615434,31.5646937235064,28.5636083746856
"221","UMI","United States Minor Outlying Islands",0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,22.5959614309414,29.6120395844322
"222","URY","Uruguay",13311577.816681,26155176.9666646,0.166401275714693,NA,2666561.65134707,NA,8.89395795025386,8.89194006914269,5.62922696067611,5.94918424739977,16.330098805297,21.2866885873862,25.2253838166347,26.9075479999437
"223","USA","United States",465316993.484396,47027027.9446661,0.129945685089631,NA,119361919.857372,NA,4.65413039589166,3.76648583016854,1.12219801245327,0.938211977395672,24.3804656013071,11.9461024974772,23.9072229942786,21.9634036382583
"224","UZB","Uzbekistan",3794895.66173806,2999231.43098558,0.025682629482462,0.036544171133422,4925372.697695,2735713.46488742,2.99726858613719,2.179063138416,0.0817704794225077,0.0795774143152316,17.9524480453004,9.01250220347285,9.91870895237444,8.75129440583979
"225","VAT","Vatican City",0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,9.75,23
"226","VCT","Saint Vincent and the Grenadines",0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,21.24075988403,26.2540768337584
"227","VEN","Venezuela",10321571.7390457,65221847.1406401,0.569369213977646,0.457159805611434,604269.396474658,4755583.37515465,11.9915155361944,11.7848939854031,9.47275439408933,8.6268128590096,16.0134791379894,14.3673112545321,22.5065203519981,26.5204500477521
"228","VGB","British Virgin Islands",0,0,0,NA,2.3839778633387,NA,10,NA,NA,NA,NA,NA,6.69917711390333,9.16784701411547
"229","VIR","Virgin Islands, U.S.",1.29955833142573,0,0.000264741316164658,NA,163.626183004175,NA,11.7671346946985,1.71428571428571,NA,NA,1.875,NA,9.76832588643492,13.9069737952304
"230","VNM","Vietnam",71988565.406348,38782.6893178527,0.593237027205506,NA,4044957.97941319,NA,13.910864195965,12.0580338373147,8.78394035564959,8.66352288488211,16.4076356699757,22.4653504118033,27.0680442400061,28.9624436386332
"231","VUT","Vanuatu",46.7073265889919,0,0.117829171105102,NA,13.2132889648438,NA,17.8220858895706,11.685393258427,NA,NA,8,NA,21,31.25
"232","WLF","Wallis and Futuna",0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,21,31.25
"233","WSM","Samoa",0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,21,31.25
"234","YEM","Yemen",222985.444179263,2959716.63154109,0.0309242589276096,0.0706517241925264,240356.548453054,1396388.01712083,2.36594082515265,0.631765601828182,0.239532715336873,0.206586878084619,6.65323108402434,7.55036973190669,5.41601866539933,6.46235435508503
"235","ZAF","South Africa",24646499.9465925,97960528.9130835,0.125037731108531,0.0727865057689575,6570416.71290931,44862037.6713025,3.43395043653237,2.68467861291946,1.99905118231292,1.82926597736504,19.8435327226327,10.6514491699073,14.7548861455417,15.7483184998523
"236","ZMB","Zambia",46807747.1458028,71484827.240812,0.40189804257571,0.202731062737342,3882224.02924369,11753638.2561212,6.09792906328922,5.89406197664987,11.5936751142379,11.2517799227592,19.234340678055,14.8821707989328,25.8023040032872,26.7917365309949
"237","ZWE","Zimbabwe",49571050.9171382,82622532.1133145,0.375421758404431,0.228230392579067,4401365.4694051,12067123.8070234,2.62420717137602,1.9815158138104,6.86628941976374,6.69169714631513,22.6343247937351,19.8340192913145,25.212009336888,26.748866983099
