BIOME_NAME,BIOME_NUM,ISO3,COUNTRY,mean
"Mediterranean Forests, Woodlands & Scrub",12.0,GIB,Gibraltar,
"Mediterranean Forests, Woodlands & Scrub",12.0,MLT,Malta,
"Mediterranean Forests, Woodlands & Scrub",12.0,VAT,Vatican City,
Temperate Broadleaf & Mixed Forests,4.0,AND,Andorra,0.5226286754286855
"Mediterranean Forests, Woodlands & Scrub",12.0,SMR,San Marino,
Temperate Broadleaf & Mixed Forests,4.0,ALB,Albania,
"Mediterranean Forests, Woodlands & Scrub",12.0,ALB,Albania,0.3082975631049193
Temperate Broadleaf & Mixed Forests,4.0,BIH,Bosnia and Herzegovina,0.3961491210665652
"Mediterranean Forests, Woodlands & Scrub",12.0,BIH,Bosnia and Herzegovina,0.2590730738123868
Temperate Broadleaf & Mixed Forests,4.0,ESP,Spain,0.5073027119169312
"Mediterranean Forests, Woodlands & Scrub",12.0,ESP,Spain,0.19897538661361316
Temperate Broadleaf & Mixed Forests,4.0,GRC,Greece,0.3813451268261512
"Mediterranean Forests, Woodlands & Scrub",12.0,GRC,Greece,0.24577793215289329
"Mediterranean Forests, Woodlands & Scrub",12.0,HRV,Croatia,0.24750589582230265
Temperate Broadleaf & Mixed Forests,4.0,HRV,Croatia,0.4368815461304122
Temperate Broadleaf & Mixed Forests,4.0,ITA,Italy,0.40821779160156263
"Mediterranean Forests, Woodlands & Scrub",12.0,ITA,Italy,0.23718620521031203
Temperate Conifer Forests,5.0,ITA,Italy,0.27184473249234936
Temperate Broadleaf & Mixed Forests,4.0,MNE,Montenegro,0.40921354623231226
"Mediterranean Forests, Woodlands & Scrub",12.0,MNE,Montenegro,
Temperate Broadleaf & Mixed Forests,4.0,MKD,Macedonia,0.29019211831895114
"Mediterranean Forests, Woodlands & Scrub",12.0,MKD,Macedonia,0.18176986222606858
Temperate Broadleaf & Mixed Forests,4.0,PRT,Portugal,
"Mediterranean Forests, Woodlands & Scrub",12.0,PRT,Portugal,0.21243683662904225
Temperate Broadleaf & Mixed Forests,4.0,SRB,Serbia,0.3284078505442255
"Mediterranean Forests, Woodlands & Scrub",12.0,SRB,Serbia,
Temperate Broadleaf & Mixed Forests,4.0,SVN,Slovenia,0.4417490651697978
Temperate Conifer Forests,5.0,SVN,Slovenia,0.3240936694272572
"Mediterranean Forests, Woodlands & Scrub",12.0,SVN,Slovenia,
Tropical & Subtropical Moist Broadleaf Forests,1.0,VUT,Vanuatu,
Tropical & Subtropical Moist Broadleaf Forests,1.0,SLB,Solomon Islands,
Tropical & Subtropical Moist Broadleaf Forests,1.0,FJI,Fiji,
Tropical & Subtropical Dry Broadleaf Forests,2.0,FJI,Fiji,
Tropical & Subtropical Moist Broadleaf Forests,1.0,NCL,New Caledonia,
Tropical & Subtropical Dry Broadleaf Forests,2.0,NCL,New Caledonia,
Tropical & Subtropical Moist Broadleaf Forests,1.0,PNG,Papua New Guinea,
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,PNG,Papua New Guinea,
Montane Grasslands & Shrublands,10.0,PNG,Papua New Guinea,
Tropical & Subtropical Moist Broadleaf Forests,1.0,ASM,American Samoa,
Tropical & Subtropical Moist Broadleaf Forests,1.0,COK,Cook Islands,
Tropical & Subtropical Moist Broadleaf Forests,1.0,PYF,French Polynesia,
Tropical & Subtropical Moist Broadleaf Forests,1.0,NIU,Niue,
Tropical & Subtropical Moist Broadleaf Forests,1.0,PCN,Pitcairn Islands,
Tropical & Subtropical Moist Broadleaf Forests,1.0,WSM,Samoa,
Tropical & Subtropical Moist Broadleaf Forests,1.0,TON,Tonga,
Tropical & Subtropical Moist Broadleaf Forests,1.0,WLF,Wallis and Futuna,
Tropical & Subtropical Moist Broadleaf Forests,1.0,TUV,Tuvalu,
Tropical & Subtropical Moist Broadleaf Forests,1.0,KIR,Kiribati,
Tropical & Subtropical Moist Broadleaf Forests,1.0,MHL,Marshall Islands,
Tropical & Subtropical Moist Broadleaf Forests,1.0,PLW,Palau,
Tropical & Subtropical Dry Broadleaf Forests,2.0,GUM,Guam,
Tropical & Subtropical Dry Broadleaf Forests,2.0,MNP,Northern Mariana Islands,
Tropical & Subtropical Moist Broadleaf Forests,1.0,FSM,Micronesia,
Tropical & Subtropical Dry Broadleaf Forests,2.0,FSM,Micronesia,
Tropical & Subtropical Moist Broadleaf Forests,1.0,UMI,United States Minor Outlying Islands,
Tropical & Subtropical Moist Broadleaf Forests,1.0,UMI,United States Minor Outlying Islands,
Tropical & Subtropical Moist Broadleaf Forests,1.0,UMI,United States Minor Outlying Islands,
Tropical & Subtropical Moist Broadleaf Forests,1.0,UMI,United States Minor Outlying Islands,
Tropical & Subtropical Moist Broadleaf Forests,1.0,UMI,United States Minor Outlying Islands,
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,UMI,United States Minor Outlying Islands,
Tropical & Subtropical Moist Broadleaf Forests,1.0,UMI,United States Minor Outlying Islands,
Tropical & Subtropical Moist Broadleaf Forests,1.0,NFK,Norfolk Island,
Temperate Broadleaf & Mixed Forests,4.0,AUS,Australia,0.3359130335730342
"Temperate Grasslands, Savannas & Shrublands",8.0,AUS,Australia,0.055741407424659446
"Mediterranean Forests, Woodlands & Scrub",12.0,AUS,Australia,0.07829274621725321
Deserts & Xeric Shrublands,13.0,AUS,Australia,0.021028840431303725
Tropical & Subtropical Moist Broadleaf Forests,1.0,AUS,Australia,0.6393706433146081
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,AUS,Australia,0.18967698004673852
Montane Grasslands & Shrublands,10.0,AUS,Australia,0.18117413022272857
Tropical & Subtropical Moist Broadleaf Forests,1.0,NZL,New Zealand,
Temperate Broadleaf & Mixed Forests,4.0,NZL,New Zealand,0.745775562865177
"Temperate Grasslands, Savannas & Shrublands",8.0,NZL,New Zealand,0.27835025250768536
Montane Grasslands & Shrublands,10.0,NZL,New Zealand,0.2527659091412314
Tropical & Subtropical Dry Broadleaf Forests,2.0,CYM,Cayman Islands,
Deserts & Xeric Shrublands,13.0,AIA,Anguilla,
Deserts & Xeric Shrublands,13.0,BRB,Barbados,
Deserts & Xeric Shrublands,13.0,MAF,Saint-Martin,
Deserts & Xeric Shrublands,13.0,SXM,Sint Maarten,
Tropical & Subtropical Coniferous Forests,3.0,BHS,Bahamas,
Tropical & Subtropical Coniferous Forests,3.0,TCA,Turks and Caicos Islands,
Tropical & Subtropical Moist Broadleaf Forests,1.0,ATG,Antigua and Barbuda,
Tropical & Subtropical Dry Broadleaf Forests,2.0,ATG,Antigua and Barbuda,
Deserts & Xeric Shrublands,13.0,ATG,Antigua and Barbuda,
Tropical & Subtropical Moist Broadleaf Forests,1.0,CUB,Cuba,1.0558527844329495
Tropical & Subtropical Dry Broadleaf Forests,2.0,CUB,Cuba,0.6308008568398207
Tropical & Subtropical Coniferous Forests,3.0,CUB,Cuba,0.862788888693696
Deserts & Xeric Shrublands,13.0,CUB,Cuba,0.10416662095843424
Tropical & Subtropical Moist Broadleaf Forests,1.0,DMA,Dominica,
Deserts & Xeric Shrublands,13.0,DMA,Dominica,
Tropical & Subtropical Moist Broadleaf Forests,1.0,DOM,Dominican Republic,0.9484246385845458
Tropical & Subtropical Dry Broadleaf Forests,2.0,DOM,Dominican Republic,0.5194821567113919
Tropical & Subtropical Coniferous Forests,3.0,DOM,Dominican Republic,0.696231772146129
Tropical & Subtropical Moist Broadleaf Forests,1.0,GRD,Grenada,
Tropical & Subtropical Dry Broadleaf Forests,2.0,GRD,Grenada,
Deserts & Xeric Shrublands,13.0,GRD,Grenada,
Tropical & Subtropical Moist Broadleaf Forests,1.0,GLP,Guadeloupe,
Deserts & Xeric Shrublands,13.0,GLP,Guadeloupe,
Tropical & Subtropical Moist Broadleaf Forests,1.0,HTI,Haiti,1.103520640701575
Tropical & Subtropical Dry Broadleaf Forests,2.0,HTI,Haiti,0.4381881460651539
Tropical & Subtropical Coniferous Forests,3.0,HTI,Haiti,0.8525042102503567
Tropical & Subtropical Moist Broadleaf Forests,1.0,JAM,Jamaica,
Tropical & Subtropical Dry Broadleaf Forests,2.0,JAM,Jamaica,
Tropical & Subtropical Moist Broadleaf Forests,1.0,KNA,Saint Kitts and Nevis,
Deserts & Xeric Shrublands,13.0,KNA,Saint Kitts and Nevis,
Tropical & Subtropical Moist Broadleaf Forests,1.0,LCA,Saint Lucia,
Tropical & Subtropical Dry Broadleaf Forests,2.0,LCA,Saint Lucia,
Deserts & Xeric Shrublands,13.0,LCA,Saint Lucia,
Tropical & Subtropical Moist Broadleaf Forests,1.0,MTQ,Martinique,
Tropical & Subtropical Dry Broadleaf Forests,2.0,MTQ,Martinique,
Deserts & Xeric Shrublands,13.0,MTQ,Martinique,
Tropical & Subtropical Moist Broadleaf Forests,1.0,MSR,Montserrat,
Tropical & Subtropical Dry Broadleaf Forests,2.0,MSR,Montserrat,
Deserts & Xeric Shrublands,13.0,MSR,Montserrat,
Tropical & Subtropical Moist Broadleaf Forests,1.0,PRI,Puerto Rico,
Tropical & Subtropical Dry Broadleaf Forests,2.0,PRI,Puerto Rico,
Tropical & Subtropical Moist Broadleaf Forests,1.0,VCT,Saint Vincent and the Grenadines,
Tropical & Subtropical Dry Broadleaf Forests,2.0,VCT,Saint Vincent and the Grenadines,
Deserts & Xeric Shrublands,13.0,VCT,Saint Vincent and the Grenadines,
Tropical & Subtropical Moist Broadleaf Forests,1.0,VGB,British Virgin Islands,
Deserts & Xeric Shrublands,13.0,VGB,British Virgin Islands,
Tropical & Subtropical Moist Broadleaf Forests,1.0,VIR,"Virgin Islands, U.S.",
Deserts & Xeric Shrublands,13.0,VIR,"Virgin Islands, U.S.",
Tropical & Subtropical Moist Broadleaf Forests,1.0,BLZ,Belize,
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,BLZ,Belize,
Tropical & Subtropical Moist Broadleaf Forests,1.0,CRI,Costa Rica,0.9633898142590834
Tropical & Subtropical Dry Broadleaf Forests,2.0,CRI,Costa Rica,0.6062457731014735
Tropical & Subtropical Moist Broadleaf Forests,1.0,GTM,Guatemala,1.016674521880269
Tropical & Subtropical Dry Broadleaf Forests,2.0,GTM,Guatemala,0.4703144152704275
Tropical & Subtropical Coniferous Forests,3.0,GTM,Guatemala,0.6925361600937004
Deserts & Xeric Shrublands,13.0,GTM,Guatemala,0.09865978269807173
Tropical & Subtropical Moist Broadleaf Forests,1.0,HND,Honduras,0.9087343882470025
Tropical & Subtropical Dry Broadleaf Forests,2.0,HND,Honduras,0.44359769929730125
Tropical & Subtropical Coniferous Forests,3.0,HND,Honduras,0.6430131234770866
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,HND,Honduras,
Tropical & Subtropical Moist Broadleaf Forests,1.0,MEX,Mexico,0.6948963149365538
Tropical & Subtropical Dry Broadleaf Forests,2.0,MEX,Mexico,0.19713227711920225
Tropical & Subtropical Coniferous Forests,3.0,MEX,Mexico,0.19696934718212497
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,MEX,Mexico,0.18528845783307676
"Mediterranean Forests, Woodlands & Scrub",12.0,MEX,Mexico,0.11541869944451198
Deserts & Xeric Shrublands,13.0,MEX,Mexico,0.01869458827591727
Tropical & Subtropical Moist Broadleaf Forests,1.0,NIC,Nicaragua,0.8728188919706387
Tropical & Subtropical Dry Broadleaf Forests,2.0,NIC,Nicaragua,0.4382537344773514
Tropical & Subtropical Coniferous Forests,3.0,NIC,Nicaragua,0.5677212746486682
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,NIC,Nicaragua,0.7210211076531757
Tropical & Subtropical Moist Broadleaf Forests,1.0,PAN,Panama,1.0245873061576676
Tropical & Subtropical Dry Broadleaf Forests,2.0,PAN,Panama,
Tropical & Subtropical Moist Broadleaf Forests,1.0,SLV,El Salvador,0.7575553445360179
Tropical & Subtropical Dry Broadleaf Forests,2.0,SLV,El Salvador,0.5144394997035378
Tropical & Subtropical Coniferous Forests,3.0,SLV,El Salvador,0.6316489711311841
Tropical & Subtropical Coniferous Forests,3.0,BMU,Bermuda,
Temperate Broadleaf & Mixed Forests,4.0,CAN,Canada,
Temperate Conifer Forests,5.0,CAN,Canada,0.15781554532063274
"Temperate Grasslands, Savannas & Shrublands",8.0,CAN,Canada,0.14022027523756192
Temperate Conifer Forests,5.0,CAN,Canada,
Tropical & Subtropical Moist Broadleaf Forests,1.0,USA,United States,
Tropical & Subtropical Dry Broadleaf Forests,2.0,USA,United States,
Tropical & Subtropical Coniferous Forests,3.0,USA,United States,0.04639420972222539
Temperate Broadleaf & Mixed Forests,4.0,USA,United States,0.20890939029338798
Temperate Conifer Forests,5.0,USA,United States,0.12286263172805485
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,USA,United States,0.10525254351260174
"Temperate Grasslands, Savannas & Shrublands",8.0,USA,United States,0.08386649486785352
"Mediterranean Forests, Woodlands & Scrub",12.0,USA,United States,0.15693128039447773
Deserts & Xeric Shrublands,13.0,USA,United States,0.019577616943934097
Deserts & Xeric Shrublands,13.0,ABW,Aruba,
Deserts & Xeric Shrublands,13.0,CUW,Curaçao,
Tropical & Subtropical Dry Broadleaf Forests,2.0,BES,"Bonaire, Saint Eustatius and Saba",
Deserts & Xeric Shrublands,13.0,BES,"Bonaire, Saint Eustatius and Saba",
Tropical & Subtropical Moist Broadleaf Forests,1.0,TTO,Trinidad and Tobago,
Tropical & Subtropical Dry Broadleaf Forests,2.0,TTO,Trinidad and Tobago,
"Temperate Grasslands, Savannas & Shrublands",8.0,FLK,Falkland Islands,
Tropical & Subtropical Moist Broadleaf Forests,1.0,GUF,French Guiana,
Temperate Broadleaf & Mixed Forests,4.0,ARG,Argentina,0.4238247279716475
"Temperate Grasslands, Savannas & Shrublands",8.0,ARG,Argentina,0.12307744473584312
Montane Grasslands & Shrublands,10.0,ARG,Argentina,0.17657496542039905
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,ARG,Argentina,0.2696934860569807
Tropical & Subtropical Moist Broadleaf Forests,1.0,ARG,Argentina,0.3662498767173368
Tropical & Subtropical Moist Broadleaf Forests,1.0,BOL,Bolivia,1.1717107940037526
Tropical & Subtropical Dry Broadleaf Forests,2.0,BOL,Bolivia,0.32999253943969936
Montane Grasslands & Shrublands,10.0,BOL,Bolivia,0.2491035223902361
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,BOL,Bolivia,1.0073888363083
Tropical & Subtropical Moist Broadleaf Forests,1.0,BRA,Brazil,1.1823859218646324
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,BRA,Brazil,0.7851143258211488
Tropical & Subtropical Dry Broadleaf Forests,2.0,BRA,Brazil,0.5875215057519461
Temperate Broadleaf & Mixed Forests,4.0,CHL,Chile,0.5726324834899083
"Temperate Grasslands, Savannas & Shrublands",8.0,CHL,Chile,0.22830153393686445
Tropical & Subtropical Moist Broadleaf Forests,1.0,CHL,Chile,
"Mediterranean Forests, Woodlands & Scrub",12.0,CHL,Chile,0.2664235533641575
Montane Grasslands & Shrublands,10.0,CHL,Chile,0.22803978640728872
Deserts & Xeric Shrublands,13.0,CHL,Chile,
Tropical & Subtropical Moist Broadleaf Forests,1.0,COL,Colombia,1.2528976528008284
Tropical & Subtropical Dry Broadleaf Forests,2.0,COL,Colombia,0.7891787499866133
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,COL,Colombia,1.133909327522408
Montane Grasslands & Shrublands,10.0,COL,Colombia,0.5095025161705293
Deserts & Xeric Shrublands,13.0,COL,Colombia,0.1214104267118798
Tropical & Subtropical Moist Broadleaf Forests,1.0,ECU,Ecuador,0.9480215906345651
Tropical & Subtropical Dry Broadleaf Forests,2.0,ECU,Ecuador,0.6485502493187332
Montane Grasslands & Shrublands,10.0,ECU,Ecuador,0.44181124854389076
Deserts & Xeric Shrublands,13.0,ECU,Ecuador,
Tropical & Subtropical Moist Broadleaf Forests,1.0,GUY,Guyana,1.3780779619909742
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,GUY,Guyana,1.0551338610545506
Tropical & Subtropical Moist Broadleaf Forests,1.0,PER,Peru,0.8694366808156482
Montane Grasslands & Shrublands,10.0,PER,Peru,0.35145006772447573
Deserts & Xeric Shrublands,13.0,PER,Peru,0.07480291058611134
Tropical & Subtropical Dry Broadleaf Forests,2.0,PER,Peru,
Tropical & Subtropical Moist Broadleaf Forests,1.0,PRY,Paraguay,0.817320810480329
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,PRY,Paraguay,0.38433541729592885
Tropical & Subtropical Moist Broadleaf Forests,1.0,SUR,Suriname,
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,SUR,Suriname,
Tropical & Subtropical Moist Broadleaf Forests,1.0,URY,Uruguay,
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,URY,Uruguay,0.4045691484891769
"Temperate Grasslands, Savannas & Shrublands",8.0,URY,Uruguay,0.23105172954254904
Tropical & Subtropical Moist Broadleaf Forests,1.0,VEN,Venezuela,1.1830272697022377
Tropical & Subtropical Dry Broadleaf Forests,2.0,VEN,Venezuela,0.7759660476107888
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,VEN,Venezuela,0.9173463458965732
Montane Grasslands & Shrublands,10.0,VEN,Venezuela,0.4629741352990568
Deserts & Xeric Shrublands,13.0,VEN,Venezuela,0.09234619389841674
"Tropical & Subtropical Grasslands, Savannas & Shrublands",7.0,C--,Clipperton Island,
